timestamp,station_id,latitude,longitude,wind_direction,wind_speed,air_temperature,precipitation,relative_humidity
2024-05-01T15:02:01,S117,1.256,103.679,247.0,9.89999,29.4,0.0,80.9
2024-05-01T15:02:01,S43,1.3399,103.8878,277.0,4.1,30.1,0.0,75.2
2024-05-01T15:02:01,S104,1.44387,103.78538,322.0,2.3,28.0,0.0,95.6
2024-05-01T15:02:01,S77,,,,,,0.0,
2024-05-01T15:02:01,S109,,,,,,0.0,
2024-05-01T15:02:01,S64,,,,,,0.0,
2024-05-01T15:02:01,S90,,,,,,0.0,
2024-05-01T15:02:01,S114,,,,,,0.0,
2024-05-01T15:02:01,S50,,,,,,0.0,
2024-05-01T15:02:01,S107,,,,,,0.0,
2024-05-01T15:02:01,S215,,,,,,0.0,
2024-05-01T15:02:01,S120,,,,,,0.0,
2024-05-01T15:02:01,S33,,,,,,0.0,
2024-05-01T15:02:01,S71,,,,,,0.0,
2024-05-01T15:02:01,S66,,,,,,0.0,
2024-05-01T15:02:01,S112,,,,,,0.0,
2024-05-01T15:02:01,S07,,,,,,0.0,
2024-05-01T15:02:01,S40,,,,,,0.0,
2024-05-01T15:02:01,S113,,,,,,0.0,
2024-05-01T15:02:01,S44,,,,,,0.0,
2024-05-01T15:02:01,S119,,,,,,0.0,
2024-05-01T15:02:01,S121,,,,,,0.0,
2024-05-01T15:02:01,S35,,,,,,0.0,
2024-05-01T15:02:01,S94,,,,,,0.0,
2024-05-01T15:02:01,S78,,,,,,0.0,
2024-05-01T15:02:01,S81,,,,,,0.0,
2024-05-01T15:02:01,S201,,,,,,0.0,
2024-05-01T15:02:01,S203,,,,,,0.0,
2024-05-01T15:02:01,S207,,,,,,0.0,
2024-05-01T15:02:01,S208,,,,,,0.0,
2024-05-01T15:02:01,S209,,,,,,0.0,
2024-05-01T15:02:01,S210,,,,,,0.0,
2024-05-01T15:02:01,S211,,,,,,0.0,
2024-05-01T15:02:01,S212,,,,,,0.0,
2024-05-01T15:02:01,S213,,,,,,0.0,
2024-05-01T15:02:01,S214,,,,,,0.0,
2024-05-01T15:02:01,S216,,,,,,0.0,
2024-05-01T15:02:01,S217,,,,,,0.0,
2024-05-01T15:02:01,S218,,,,,,0.0,
2024-05-01T15:02:01,S219,,,,,,0.0,
2024-05-01T15:02:01,S220,,,,,,0.0,
2024-05-01T15:02:01,S221,,,,,,0.0,
2024-05-01T15:02:01,S222,,,,,,0.0,
2024-05-01T15:02:01,S224,,,,,,0.0,
2024-05-01T15:02:01,S226,,,,,,0.0,
2024-05-01T15:02:01,S227,,,,,,0.0,
2024-05-01T15:02:01,S228,,,,,,0.0,
2024-05-01T15:02:01,S229,,,,,,0.0,
2024-05-01T15:02:01,S230,,,,,,0.0,
2024-05-01T15:02:01,S111,,,,,,0.0,
2024-05-01T15:02:01,S900,,,,,,0.0,
2024-05-01T15:02:01,S60,,,,,,0.0,
2024-05-01T15:02:01,S79,,,,,,0.0,
2024-05-01T15:02:01,S88,,,,,,0.0,
2024-05-01T15:02:01,S123,,,,,,0.0,
2024-05-01T15:02:01,S89,,,,,,7.6,
2024-05-01T15:02:01,S115,,,,,,0.0,
2024-05-01T15:02:01,S24,,,,,,0.0,
2024-05-01T15:02:01,S69,,,,,,0.0,
2024-05-01T15:02:01,S08,,,,,,0.0,
2024-05-01T15:02:01,S116,,,,,,0.0,
